height,utc_time,bits,hex_bits,exponent,coefficient,target,bin_target,computational_complexity,hash_rate_tera
400631,2016-03-01 03:56:01,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400632,2016-03-01 04:04:56,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400633,2016-03-01 04:21:38,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400634,2016-03-01 04:30:00,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400635,2016-03-01 04:40:37,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400636,2016-03-01 04:45:46,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400637,2016-03-01 05:33:14,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400638,2016-03-01 05:43:47,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400639,2016-03-01 05:50:59,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400640,2016-03-01 06:28:19,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400641,2016-03-01 06:57:17,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400642,2016-03-01 06:58:48,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400643,2016-03-01 07:27:26,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400644,2016-03-01 08:10:37,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400645,2016-03-01 08:28:06,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400646,2016-03-01 08:34:42,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400647,2016-03-01 08:38:12,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400648,2016-03-01 08:42:10,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400649,2016-03-01 08:45:20,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400650,2016-03-01 08:48:22,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400651,2016-03-01 09:09:29,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400652,2016-03-01 09:12:02,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400653,2016-03-01 09:29:17,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400654,2016-03-01 09:42:48,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400655,2016-03-01 09:54:31,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400656,2016-03-01 09:58:14,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400657,2016-03-01 10:07:24,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400658,2016-03-01 10:27:02,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400659,2016-03-01 10:27:17,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400660,2016-03-01 10:29:52,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400661,2016-03-01 10:54:40,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400662,2016-03-01 10:58:54,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400663,2016-03-01 11:06:16,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400664,2016-03-01 11:23:29,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400665,2016-03-01 11:25:10,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400666,2016-03-01 11:33:11,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400667,2016-03-01 11:35:45,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400668,2016-03-01 11:37:44,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400669,2016-03-01 11:54:24,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400670,2016-03-01 12:10:08,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400671,2016-03-01 12:11:05,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400672,2016-03-01 12:29:23,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400673,2016-03-01 12:43:35,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400674,2016-03-01 12:49:33,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400675,2016-03-01 12:50:39,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400676,2016-03-01 13:03:46,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400677,2016-03-01 13:08:55,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400678,2016-03-01 13:10:06,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400679,2016-03-01 13:26:56,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400680,2016-03-01 13:39:50,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400681,2016-03-01 13:41:10,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400682,2016-03-01 13:42:25,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400683,2016-03-01 13:58:32,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400684,2016-03-01 14:21:49,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400685,2016-03-01 14:26:13,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400686,2016-03-01 14:38:30,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400687,2016-03-01 14:47:27,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400688,2016-03-01 14:50:57,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400689,2016-03-01 14:53:47,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400690,2016-03-01 14:56:28,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400691,2016-03-01 15:06:35,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400692,2016-03-01 15:09:43,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400693,2016-03-01 15:17:41,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400694,2016-03-01 15:37:58,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400695,2016-03-01 15:52:33,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400696,2016-03-01 16:25:51,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400697,2016-03-01 16:47:42,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400698,2016-03-01 16:59:28,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400699,2016-03-01 16:56:45,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400700,2016-03-01 17:28:24,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400701,2016-03-01 17:52:03,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400702,2016-03-01 17:46:26,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400703,2016-03-01 17:53:32,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400704,2016-03-01 18:23:46,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400705,2016-03-01 18:34:23,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400706,2016-03-01 18:35:27,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400707,2016-03-01 18:43:53,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400708,2016-03-01 18:56:42,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400709,2016-03-01 19:20:36,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400710,2016-03-01 19:23:19,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400711,2016-03-01 19:29:35,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400712,2016-03-01 19:49:21,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400713,2016-03-01 20:05:34,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400714,2016-03-01 20:16:46,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400715,2016-03-01 20:22:53,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400716,2016-03-01 20:26:18,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400717,2016-03-01 20:28:43,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400718,2016-03-01 20:33:40,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400719,2016-03-01 20:49:45,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400720,2016-03-01 20:50:37,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400721,2016-03-01 21:09:40,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400722,2016-03-01 21:19:41,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400723,2016-03-01 21:37:21,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400724,2016-03-01 21:45:27,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400725,2016-03-01 21:51:06,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400726,2016-03-01 22:08:42,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400727,2016-03-01 22:13:50,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
400728,2016-03-01 22:22:45,403093919,0x1806b99f,18,06b99f,164898540577033087399552264895286015147022701908103004160,0b1101011100110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.022020257554882e+20,1170336.7095924802
